sr_no,sector,ministry,agency,project_code,project_name,original_cost,revised_cost,expenditure,physical_progress,original_completion,revised_completion,sanction_date,date_inconsistency_flag,missing_revised_cost_flag,missing_revised_completion_flag,missing_sanction_date_flag
677,Transmission & Distribution,Ministry of Power,Power Grid Corporation of India Limited [POWERGRID],611967,Transmission Scheme for Solar Energy Zone in Ananthpuram 2500MW and Kurnool 1000MW,1249,,820.26,78,2025-09-30,2026-04-30,2023-09-27,0,1,0,0
678,Transmission & Distribution,Ministry of Power,Power Grid Corporation of India Limited [POWERGRID],612138,"Transmission Scheme for Solar Energy Zone in Bidar [2500 MW], Karnataka [Bidar Transmission Ltd]",2148,,1068.65,55,2026-02-08,,2024-02-09,0,1,1,0
679,Transmission & Distribution,Ministry of Power,Power Grid Corporation of India Limited [POWERGRID],612139,Transmission system for Evacuation of Additional 7 GW RE power from Khavda RE park under Phase-III Part B [Vataman Transmission Limited],3752,,1500.72,21,2025-12-25,2026-06-30,2023-12-26,0,1,0,0
680,Transmission & Distribution,Ministry of Power,Power Grid Corporation of India Limited [POWERGRID],617279,Transmission System for evacuation of power from Mahan Energen Limited Generating Station in Madhya Pradesh [SPV Name - POWERGRID MEL Power Transmission Limited],558,,5.58,0,2027-12-04,,2025-06-04,0,1,1,0
681,Transmission & Distribution,Ministry of Power,Power Grid Corporation of India Limited [POWERGRID],608302,Transmission system for evacuation of Power from Pakaldul HEP in Chenab Valley HEPs - LTA System,318,,286.31,99,2025-04-30,2025-08-31,2022-02-01,0,1,0,0
682,Transmission & Distribution,Ministry of Power,Power Grid Corporation of India Limited [POWERGRID],612855,Transmission System for Evacuation of Power from Potential Energy Renewable Zone in Khavda Area of Gujarat under Ph-IV [7GW] Part E2,679,,81.48,18,2026-05-30,2026-02-28,2024-05-30,1,1,0,0
683,Transmission & Distribution,Ministry of Power,Power Grid Corporation of India Limited [POWERGRID],611966,Transmission System for Evacuation of power from Potential RE Zone in Khavda Area of Gujarat under phase IV 7GW-Part E4,224,,22.44,9,2025-07-09,2025-11-30,2023-11-01,0,1,0,0
684,Transmission & Distribution,Ministry of Power,Power Grid Corporation of India Limited [POWERGRID],612151,Transmission System for Evacuation of Power from potential Renewable Energy zone in Khavda Area of Gujarat under Phase IV [7 GW] Part E3,334,,70.44,22,2025-07-31,2025-10-31,2023-07-01,0,1,0,0
685,Transmission & Distribution,Ministry of Power,Power Grid Corporation of India Limited [POWERGRID],615345,Transmission System for Evacuation of Power from Potential Renewable Energy Zone in Khavda area of Gujarat under Phase-IV [7GW] Part B [SPV Name POWERGRID South Olpad Transmission Limited],4766,,513.29,5,2026-10-14,,2024-10-15,0,1,1,0
686,Transmission & Distribution,Ministry of Power,Power Grid Corporation of India Limited [POWERGRID],615347,TRANSMISSION SYSTEM FOR EVACUATION OF POWER FROM POTENTIAL RENEWABLE ENERGY ZONE IN KHAVDA AREA OF GUJARAT UNDER PHASE-V [8 GW] PART A [SPV Name POWERGRID West Central Transmission Limited],24819,,1489.14,1,2029-05-18,,2024-11-19,0,1,1,0
687,Transmission & Distribution,Ministry of Power,Power Grid Corporation of India Limited [POWERGRID],615338,TRANSMISSION SYSTEM FOR EVACUATION OF POWER FROM RAJASTHAN REZ PH -IV [PART-2 5.5 GW] [JAISALMER/BARMER COMPLEX] PART F [SPV Name POWERGRID BARMER I TRANSMISSION LIMITED],2735,,81.42,5,2026-11-06,,2024-11-07,0,1,1,0
688,Transmission & Distribution,Ministry of Power,Power Grid Corporation of India Limited [POWERGRID],612134,Transmission System for Evacuation of power from Rajasthan REZ Ph-IV [Part-1] [Bikaner Complex] Part A [Bikaner Neemrana Transmission Ltd],2998,,1592.11,49,2025-12-26,2026-03-31,2023-12-27,0,1,0,0
689,Transmission & Distribution,Ministry of Power,Power Grid Corporation of India Limited [POWERGRID],612133,Transmission System for Evacuation of power from Rajasthan REZ Ph-IV [Part-1] [Bikaner Complex] Part D [Neemrana Bareilly Transmission Ltd],2056,,1336.4,55,2025-12-26,2026-06-30,2023-12-27,0,1,0,0
690,Transmission & Distribution,Ministry of Power,Power Grid Corporation of India Limited [POWERGRID],615344,Transmission System for Evacuation of Power from Rajasthan REZ Ph-IV [Part-2 5.5GW] [Jaisalmer/Barmer Complex] Part H1 [POWERGRID KURAWAR TRANSMISSION LIMITED],3674,,408.18,13,2026-10-14,,2024-10-15,0,1,1,0
691,Transmission & Distribution,Ministry of Power,Power Grid Corporation of India Limited [POWERGRID],615346,Transmission System for Evacuation of Power from Rajasthan REZ Ph-IV [Part-2 5.5 GW] [Jaisalmer/Barmer Complex] Part C [SPV Name POWERGRID Mandsaur Transmission Limited],2708,,649.92,26,2026-08-18,,2024-08-19,0,1,1,0
692,Transmission & Distribution,Ministry of Power,Power Grid Corporation of India Limited [POWERGRID],615333,Transmission System for Evacuation of Power from Rajasthan REZ Ph-IV [Part-2 5.5 GW] [Jaisalmer/Barmer Complex] Part D [SPV Name POWERGRID Beawar Mandsaur Transmission Limited],2227,,534.48,19,2026-08-21,,2024-08-22,0,1,1,0
693,Transmission & Distribution,Ministry of Power,Power Grid Corporation of India Limited [POWERGRID],615334,Transmission System for Evacuation of Power from Rajasthan REZ Ph-IV [Part-2 5.5 GW] [Jaisalmer/Barmer Complex] Part E [SPV Name POWERGRID Mewar Transmission Limited],3251,,685.96,17,2026-08-18,,2024-08-19,0,1,1,0
694,Transmission & Distribution,Ministry of Power,Power Grid Corporation of India Limited [POWERGRID],615332,Transmission System for Evacuation of Power from Rajasthan REZ Ph-IV [Part-2 5.5 GW][Jaisalmer/Barmer Complex] Part B [SPV Name POWERGRID Sirohi Transmission Limited],3279,,547.59,19,2026-08-22,,2024-08-23,0,1,1,0
695,Transmission & Distribution,Ministry of Power,Power Grid Corporation of India Limited [POWERGRID],615340,TRANSMISSION SYSTEM FOR EVACUATION OF POWER FROM RAJASTHAN REZ PH-IV [PART-3/ 6 GW] [BIKANER COMPLEX] PART B [SPV Name POWERGRID Siwani Transmission Limited],5357,,267.85,8,2026-11-11,,2024-11-12,0,1,1,0
696,Transmission & Distribution,Ministry of Power,Power Grid Corporation of India Limited [POWERGRID],615339,Transmission system for evacuation of power from Rajasthan REZ Ph-IV [Part-3/6GW] [Bikaner complex] Part A [SPV Name POWERGRID Bikaner IV Transmission Limited],5969,,167.13,4,2026-11-11,,2024-11-12,0,1,1,0
697,Transmission & Distribution,Ministry of Power,Power Grid Corporation of India Limited [POWERGRID],616670,Transmission System for evacuation of Power from Rajasthan REZ Ph-IV [Part-4 3.5 GW] Part A [SPV name POWERGRID Ghiror Transmission Limited],5846,,236.18,3,2026-12-30,,2024-12-30,0,1,1,0
698,Transmission & Distribution,Ministry of Power,Power Grid Corporation of India Limited [POWERGRID],611950,Transmission system for evacuation of power from REZ in Rajasthan 20 GW under Phase-III part B1,2191,,1740.6,77,2025-04-30,2025-12-31,2023-09-27,0,1,0,0
699,Transmission & Distribution,Ministry of Power,Power Grid Corporation of India Limited [POWERGRID],611949,Transmission system for evacuation of power from REZ in Rajasthan 20 GW under Phase-III part C1,1796,,1201.17,79,2025-04-30,2025-10-31,2023-10-26,0,1,0,0
700,Transmission & Distribution,Ministry of Power,Power Grid Corporation of India Limited [POWERGRID],611948,Transmission system for evacuation of power from REZ in Rajasthan 20 GW under Phase-III part H,2211,,1780.53,72,2025-04-30,2025-12-31,2023-10-30,0,1,0,0
701,Transmission & Distribution,Ministry of Power,Power Grid Corporation of India Limited [POWERGRID],611947,Transmission System for Evacuation of Power from REZ in Rajasthan 20GW under Phase III- Part E2,428,,107.07,46,2025-06-15,2025-09-30,2023-11-01,0,1,0,0
702,Transmission & Distribution,Ministry of Power,Power Grid Corporation of India Limited [POWERGRID],611951,Transmission system for evacuation of power from REZ in Rajasthan 20GW under Phase-III Part E1,689,,585.42,93,2025-02-28,2025-09-30,2021-12-01,0,1,0,0
703,Transmission & Distribution,Ministry of Power,Power Grid Corporation of India Limited [POWERGRID],611735,Transmission system for evacuation of power from REZ in Rajasthan 20GW under Phase-III Part J,331,,75.92,28,2025-03-31,2026-04-30,2022-12-01,0,1,0,0
704,Transmission & Distribution,Ministry of Power,Power Grid Corporation of India Limited [POWERGRID],617185,Transmission System for Integration of Kurnool-IV REZ Phase-I [for 4.5 GW] [POWERGRID Kurnool-IV Transmission Limited],5550,,111.0,0,2027-03-23,,2025-03-24,0,1,1,0
705,Transmission & Distribution,Ministry of Power,Power Grid Corporation of India Limited [POWERGRID],900808,Transmission System for Kurnool Wind Energy Zone/ Solar Energy Zone Part-A and Part-B,3547,,3121.3,94,2024-11-30,2025-12-31,2022-11-23,0,1,0,0
706,Transmission & Distribution,Ministry of Power,Power Grid Corporation of India Limited [POWERGRID],606781,Transmission System for Strengthening of Srinagar-Leh Tr. System,289,,202.1,59,2024-12-31,2025-09-30,2022-03-01,0,1,0,0
707,Transmission & Distribution,Ministry of Power,Power Grid Corporation of India Limited [POWERGRID],617269,Transmission System for Strengthening to facilitate evacuation of power from Bhadla/Bikaner Complex,213,,0.2,0,2026-06-09,,2024-12-10,0,1,1,0
708,Transmission & Distribution,Ministry of Power,Power Grid Corporation of India Limited [POWERGRID],617183,Transmission system strengthening at Kurnool- III PS for integration of additional RE generation projects [POWERGRID Kurnool III PS RE Transmission Limited],2886,,28.86,0,2027-12-31,,2025-03-27,0,1,1,0
709,Transmission & Distribution,Ministry of Power,Power Grid Corporation of India Limited [POWERGRID],615335,Transmission System Strengthening for Interconnections of Bhadla-III & Bikaner III Complex [SPV Name POWERGRID BHADLA BIKANER TRANSMISSION LIMITED],1382,,41.46,2,2026-08-29,,2024-08-30,0,1,1,0
710,Transmission & Distribution,Ministry of Power,Power Grid Corporation of India Limited [POWERGRID],608922,Transmission System Strengthening Scheme for evacuation of power from SEZ in Rajasthan 8.1 GW under Phase II Part G,1666,2218.0,2139.28,95,2023-11-30,2025-11-30,2022-05-11,0,0,0,0
711,Transmission & Distribution,Ministry of Power,Power Grid Corporation of India Limited [POWERGRID],608301,Transmission system strengthening scheme for evacuation of power from solar energy zones in Rajasthan 8.1 GW under Phase II- Part- G1,359,,330.71,93,2023-09-30,2025-11-30,2022-02-01,0,1,0,0
712,Transmission & Distribution,Ministry of Power,Power Grid Corporation of India Limited [POWERGRID],611659,Transmission system strengthening scheme for evacuation of power from solar energy zones in Rajasthan[8.1 GW] under phase-II- Part E,1433,1433.0,1341.7,93,2024-09-30,2025-10-31,2023-03-28,0,0,0,0
713,Transmission & Distribution,Ministry of Power,Power Grid Corporation of India Limited [POWERGRID],616671,Transmission System under ISTS for evacuation of Power from Kudankulam Unit-3&4 [2x1000 MW] [SPV Name POWERGRID Kudankulam Tarnsmission Limited],548,,10.96,4,2026-12-31,2026-12-31,2025-01-10,0,1,0,0
714,Transmission & Distribution,Ministry of Power,Power Grid Corporation of India Limited [POWERGRID],611737,Western Region Expansion Scheme-XXV,386,,378.16,96,2023-11-30,2025-09-30,2023-02-01,0,1,0,0
715,Urban Public Transport,Ministry of Housing & Urban Affairs,Uttar Pradesh metro rail corporation [UPMRC],702629,Agra Metro Rail Project,8380,,6055.19,57,2024-05-26,2027-06-30,2019-05-27,0,1,0,0
716,Urban Public Transport,Ministry of Housing & Urban Affairs,Gujarat Metro Rail Corporation Limited [GMRCL],702639,Ahmedabad Metro Rail Project [Phase-I],10773,12924.5,11857.9,99,2018-03-31,2025-08-31,2014-11-17,0,0,0,0
717,Urban Public Transport,Ministry of Housing & Urban Affairs,Gujarat Metro Rail Corporation Limited [GMRCL],702631,"Ahmedabad Metro Rail Project, Phase-II",5384,,4151.57,87,2024-03-31,2025-12-31,2019-03-09,0,1,0,0
718,Urban Public Transport,Ministry of Housing & Urban Affairs,Madhya Pradesh Metro Rail Co Limited [MPMRCL],702625,Bhopal Metro Rail Project,6941,,3116.75,43,2022-11-29,2028-06-30,2018-11-30,0,1,0,0
719,Urban Public Transport,Ministry of Housing & Urban Affairs,Bengaluru Metro Rail,702665,Construction Bangalore Metro Rail Project Phase-2A & 2B,14788,14788.1,8424.54,53,2026-06-30,2026-06-30,2021-06-07,0,0,0,0
720,Urban Public Transport,Ministry of Housing & Urban Affairs,Bengaluru Metro Rail,702635,Construction of Bangalore Metro Rail Project Phase 2.,26405,30695.1,29478.0,94,2021-03-22,2026-09-30,2014-02-21,0,0,0,0
721,Urban Public Transport,Ministry of Housing & Urban Affairs,Delhi Metro Rail Corporation Limited [DMRC],617207,Delhi Metro Rail Phase-IV [2 Corridors],8400,,5.57,0,2029-03-27,,2024-03-28,0,1,1,0
722,Urban Public Transport,Ministry of Housing & Urban Affairs,Delhi Metro Rail Corporation Limited [DMRC],617206,Delhi Metro Rail Phase-IV [Rithala - Kundli Corridor],6231,,0.14,0,2029-01-02,,2025-01-03,0,1,1,0
723,Urban Public Transport,Ministry of Housing & Urban Affairs,National Capital Region Transport Corporation [NCRTC],702633,Delhi-Ghaziabad-Meerut Regional Rapid Transit System [RRTS] corridor,30274,30274.0,25812.3,86,2025-06-30,,2019-03-07,0,0,1,0
724,Urban Public Transport,Ministry of Housing & Urban Affairs,Delhi Metro Rail Corporation Limited [DMRC],702632,DMRTS Phase - IV [3 Priority Corridors],24949,,15423.1,68,2025-03-31,2026-03-31,,0,1,0,1
725,Urban Public Transport,Ministry of Housing & Urban Affairs,Madhya Pradesh Metro Rail Co Limited [MPMRCL],702626,Indore Metro Rail Project,7501,,3839.27,54,2022-11-29,2028-12-31,2018-11-30,0,1,0,0
726,Urban Public Transport,Ministry of Housing & Urban Affairs,Ministry of Housing & Urban Affairs,701991,Kalyan Station Precinct Imporvement Project,600,,49.42,0,2023-07-31,,,0,1,1,1
727,Urban Public Transport,Ministry of Housing & Urban Affairs,Uttar Pradesh metro rail corporation [UPMRC],702628,Kanpur Metro Rail Project,11076,,9079.81,73,2024-05-26,2027-03-31,2019-05-27,0,1,0,0
728,Urban Public Transport,Ministry of Housing & Urban Affairs,CSPCC Projects,702664,Kochi Metro Rail Phase 2 Development Project,1957,,306.45,10,2026-11-20,2026-11-20,2022-11-21,0,1,0,0
729,Urban Public Transport,Ministry of Housing & Urban Affairs,Mumbai Metro Rail Corporation Limited [MMRC],702637,Mumbai Metro Line 3,23136,23942.0,27519.1,92,2023-03-31,2024-06-30,2013-07-18,0,0,0,0
730,Urban Public Transport,Ministry of Housing & Urban Affairs,Maharashtra Metro Rail Corporation Limited [MMRCL],702658,Nagpur Metro Rail Phase II Development Project,6708,,977.38,24,2027-12-31,,2022-12-29,0,1,1,0
731,Urban Public Transport,Ministry of Housing & Urban Affairs,Ministry of Housing & Urban Affairs,701745,New Suburba Station Development Project,263,,17.62,6,2022-07-31,,,0,1,1,1
732,Urban Public Transport,Ministry of Housing & Urban Affairs,Patna Metro Rail Corporation Ltd. [PMRCL],702627,Patna Metro Rail Project,13366,13365.8,4039.77,40,2024-02-26,2027-06-30,2019-02-27,0,0,0,0
733,Urban Public Transport,Ministry of Housing & Urban Affairs,Maharashtra Metro Rail Corporation Limited [MMRCL],617225,PCMC To Nigdi- Extension Of North South Corridor Of Phase-1,910,,110.33,21,2027-01-31,,2023-10-23,0,1,1,0
734,Urban Public Transport,Ministry of Housing & Urban Affairs,Maharashtra Metro Rail Corporation Limited [MMRCL],617226,Pune Metro Phase-1 Extension line towards south from Swargate to Katraj,2955,,18.66,3,2029-03-04,,2024-09-04,0,1,1,0
735,Urban Public Transport,Ministry of Housing & Urban Affairs,Gujarat Metro Rail Corporation Limited [GMRCL],702630,Surat Metro Rail Project,12020,,7386.41,68,2024-03-31,2026-06-30,2019-03-09,0,1,0,0
736,Urban Public Transport,Ministry of Railways,RVNL - II,706777,Baranagar-Barrackpore and Dakshineshwar- Construction of Metro Railway,2298,2734.0,393.0,17,2026-12-31,2025-12-26,2010-03-15,1,0,0,0
737,Waste & Water,"Department of Water Resources, River Development & GR",National Mission for Clean Ganga,616594,Interception & Diversion with Rehabilitation of sewerage scheme at Agra under Hybrid annuity based PPP model-Namami Gange Programme,842,,208.64,69,2025-04-30,2025-12-31,,0,1,0,1
738,Waste & Water,"Department of Water Resources, River Development & GR",National Mission for Clean Ganga,616600,Interception and Diversion and STP works in Bhagalpur under Hybrid annuity based PPP mode-Namami Gange Programme,413,,126.67,0,2025-02-06,2025-12-31,,0,1,0,1
739,Waste & Water,"Department of Water Resources, River Development & GR",National Mission for Clean Ganga,616604,Pollution Abatement works for River Ganga at Hooghly Chinsurah- Municipal Town Interception & Diversion with STP,155,,96.17,92,2025-03-30,2025-12-31,,0,1,0,1
740,Waste & Water,"Department of Water Resources, River Development & GR",National Mission for Clean Ganga,616605,Pollution Abatement Works for River Kali Meerut under Meerut Municipality Interception & Diversion with STP,691,,0.0,27,2024-12-31,2027-05-11,2020-05-06,0,1,0,0
741,Waste & Water,"Department of Water Resources, River Development & GR",National Mission for Clean Ganga,616611,Sewage Treatment Plant 100MLD and Sewerage Network 288 km in Digha-Patna under Hybrid annuity based PPP mode-Namami Gange Programme,824,,385.32,55,2025-12-30,,,0,1,1,1
742,Waste & Water,"Department of Water Resources, River Development & GR",National Mission for Clean Ganga,616612,Sewage Treatment Plant 50MLD and Sewerage Network 150 km in Kankarbagh-Patna under Hybrid annuity based PPP mode-Namami Gange Programme,579,,165.84,53,2025-12-30,,,0,1,1,1
743,Waste & Water,"Department of Water Resources, River Development & GR",National Mission for Clean Ganga,616615,"Sewer Network, SPS and STP at Begusarai",230,,261.48,97,2025-04-30,2025-12-31,,0,1,0,1
744,Waste & Water,"Department of Water Resources, River Development & GR",National Mission for Clean Ganga,616616,"Sewer Networks, SPS and STP at Hajipur",305,,346.44,95,2025-06-30,2025-12-31,,0,1,0,1
745,Waste & Water,Ministry of Housing & Urban Affairs,Ministry of Housing & Urban Affairs,702355,Storm water drainag Development Project,210,,0.0,0,2024-03-20,,,0,1,1,1
746,Waste & Water,Ministry of Housing & Urban Affairs,Smart City Mission,707267,Upgradation of Sewerage system in Gandhinagar City,200,,100.0,10,2023-06-30,,,0,1,1,1
747,Water Resources,"Department of Water Resources, River Development & GR",Irrigation & Water Resources-UP,400117,Arjun Sahayak Project,741,2465.68,3218.3,100,2019-12-31,2019-12-31,,0,0,0,1
748,Water Resources,"Department of Water Resources, River Development & GR",Department of water resources-MH - II,701390,Arjuna Medium Irrigation project,334,611.0,803.89,100,2019-12-31,2024-12-31,,0,0,0,1
749,Water Resources,"Department of Water Resources, River Development & GR",Department of water resources-MH - II,701391,Aruna Medium Irrigation Project,210,1472.14,1697.94,97,2019-12-31,2025-01-31,,0,0,0,1
750,Water Resources,"Department of Water Resources, River Development & GR",Water Resources-MP,400116,Bargi Diversion Project Phase - III [km. 104 to km 154],1229,1399.7,1807.2,79,2019-12-31,2025-07-21,,0,0,0,1
751,Water Resources,"Department of Water Resources, River Development & GR",Water Resources-MP,400115,Bargi Diversion Project Phase - IV [km. 154 to km 197],751,893.35,777.99,74,2019-12-31,2025-07-19,,0,0,0,1
752,Water Resources,"Department of Water Resources, River Development & GR",Department of water resources-MH - II,701388,Bembla Irrigation Project,1353,2685.41,2689.7,98,2019-12-31,2025-06-30,,0,0,0,1
753,Water Resources,"Department of Water Resources, River Development & GR","Department of Water Resources, River Development & GR",701370,Borolia Irrigation Project,256,,0.0,0,2022-12-31,2025-03-31,,0,1,0,1
754,Water Resources,"Department of Water Resources, River Development & GR",Irrigation and CAD-TG,701371,Durgawati Reservoir Project,691,971.96,978.51,87,2019-12-31,2024-12-31,,0,0,0,1
755,Water Resources,"Department of Water Resources, River Development & GR",Department of water resources-MH - II,400095,Gosikhurd CADWM Project,744,,252.0,50,2019-12-31,2026-06-30,2017-04-01,0,1,0,0
756,Water Resources,"Department of Water Resources, River Development & GR",Department of water resources-MH - II,701386,Gosikhurd Project,7196,12770.1,13533.3,72,2019-12-31,2026-06-30,2017-12-11,0,0,0,0
757,Water Resources,"Department of Water Resources, River Development & GR",Water Resources-AP,400101,Gundlakamma project,397,697.39,610.89,98,2019-12-31,2027-03-31,,0,0,0,1
758,Water Resources,"Department of Water Resources, River Development & GR",Irrigation and CAD-TG,400103,Indiramma Flood Flow Canal Project,1331,5940.09,4491.08,92,2019-12-31,2025-03-31,,0,0,0,1
759,Water Resources,"Department of Water Resources, River Development & GR",Water Resources-OR,603945,Integrated Anandpur Barrage Project,567,2990.05,2629.74,62,2019-12-31,2025-06-30,,0,0,0,1
760,Water Resources,"Department of Water Resources, River Development & GR",Irrigation and CAD-TG,400094,J. ChokhaRao LIS CADWM Project,760,13445.4,0.0,0,2019-12-31,2023-03-31,,0,0,0,1
761,Water Resources,"Department of Water Resources, River Development & GR",Irrigation and CAD-TG,701405,J. Chokka Rao Devadula Lift Irrigation Scheme,8201,14730.0,4558.89,87,2019-12-31,2025-12-31,,0,0,0,1
762,Water Resources,"Department of Water Resources, River Development & GR",Irrigation-UK,613787,Jamrani Dam Multipurpose Project,2584,,486.52,16,2029-06-28,,2023-10-31,0,1,1,0
763,Water Resources,"Department of Water Resources, River Development & GR",Department of water resources-MH - II,400112,Jigaon Irrigation Project,7223,,8501.45,90,2028-06-30,,,0,1,1,1
764,Water Resources,"Department of Water Resources, River Development & GR",Irrigation and CAD-TG,701404,Kanupur Irrigation Project,989,2301.28,2563.56,79,2019-12-31,2024-12-31,,0,0,0,1
765,Water Resources,"Department of Water Resources, River Development & GR",Water Resources-CT,400111,Kelo Irrigation Project,460,727.04,616.93,71,2019-12-31,2025-06-30,,0,0,0,1
766,Water Resources,"Department of Water Resources, River Development & GR",Department of water resources-MH - II,701392,Krishna Koyana Lift Irrigation Project,974,2774.9,1069.82,90,2019-12-31,2023-12-31,2009-03-03,0,0,0,0
767,Water Resources,"Department of Water Resources, River Development & GR","Department of Water Resources, River Development & GR",701399,Kudali Irrigation Project,382,,0.0,82,2022-12-31,,,0,1,1,1
768,Water Resources,"Department of Water Resources, River Development & GR",Department of water resources-MH - II,701396,Lower Pedhi Project,256,1480.7,1324.78,64,2019-12-31,2026-06-30,,0,0,0,1
769,Water Resources,"Department of Water Resources, River Development & GR",Irrigation & Water Resources-UP,701408,Madhya Ganga canal Phase-II,1061,4417.21,4415.24,82,2019-12-31,2024-12-31,,0,0,0,1
770,Water Resources,"Department of Water Resources, River Development & GR","Department of Water Resources, River Development & GR",701395,Morna [Gureghar] Irrigation Project,220,,0.0,0,2023-06-30,,,0,1,1,1
771,Water Resources,"Department of Water Resources, River Development & GR",Department of water resources-MH - II,701398,Nardave Medium Irrigation Project,211,781.85,623.5,73,2019-12-31,2025-03-31,,0,0,0,1
772,Water Resources,"Department of Water Resources, River Development & GR","Department of Water Resources, River Development & GR",701412,North Koel Reservoir Project,1622,2430.76,142.1,32,2021-03-31,2026-03-31,,0,0,0,1
773,Water Resources,"Department of Water Resources, River Development & GR",Water resource-mp,400096,Omkareshwar CADWM Project,648,648.09,172.56,3,2019-12-31,2026-03-31,,0,0,0,1
774,Water Resources,"Department of Water Resources, River Development & GR",Water Resources-AP,701415,Polavaram Irrigation Project,10151,55548.9,24347.8,83,2022-04-30,2026-03-31,2009-02-01,0,0,0,0
775,Water Resources,"Department of Water Resources, River Development & GR",Water Resources-BR,400104,Punpun Barrage Project,571,658.12,469.66,44,2019-12-31,2026-03-31,,0,0,0,1
776,Water Resources,"Department of Water Resources, River Development & GR",Department of water resources-MH - II,400109,Purna Barrage-2 [Ner Dhamana] Medium Irrigation Project,848,888.43,690.49,69,2020-06-30,2025-06-30,,0,0,0,1
777,Water Resources,"Department of Water Resources, River Development & GR",Irrigation and CAD-TG,701406,Rajiv Bhima Lift Irrigation Scheme,1402,2509.66,1839.76,100,2019-12-31,2026-03-31,,0,0,0,1
778,Water Resources,"Department of Water Resources, River Development & GR",Department of Water Resources-PB,701410,Relining of Rajasthan feeder and Sirhind Feeder canal,1441,2462.16,2962.99,80,2021-06-30,2025-06-30,2016-02-03,0,0,0,0
779,Water Resources,"Department of Water Resources, River Development & GR",Water Resources-AP,400100,Sardar Gouthu Latchanna Thotapalli Barrage Project,353,1023.24,869.11,95,2019-12-31,2025-03-31,,0,0,0,1
780,Water Resources,"Department of Water Resources, River Development & GR","Narmada and Water Resources, Water Supply and Kalpsar Department-GJ",400097,Sardar Sarovar CADWM Project,5022,6670.31,4954.99,90,2019-12-31,2025-03-31,,0,0,0,1
781,Water Resources,"Department of Water Resources, River Development & GR","Narmada and Water Resources, Water Supply and Kalpsar Department-GJ",701372,Sardar Sarovar Project,20718,33412.5,31767.6,93,2019-12-31,2025-03-31,,0,0,0,1
782,Water Resources,"Department of Water Resources, River Development & GR",Irrigation & Water Resources-UP,400093,Saryu Nahar CADWM Project,1673,,0.0,0,2019-12-31,2026-03-31,,0,1,0,1
783,Water Resources,"Department of Water Resources, River Development & GR",Department of Water Resources-PB,701411,Shahpur Kandi Dam Project,2286,2715.7,2072.33,80,2022-06-30,2025-10-31,2010-02-08,0,0,0,0
784,Water Resources,"Department of Water Resources, River Development & GR",Irrigation and CAD-TG,400102,Sri Ram Sagar Project Stage - II,736,949.87,940.7,96,2019-12-31,2024-12-31,,0,0,0,1
785,Water Resources,"Department of Water Resources, River Development & GR",Department of Water Resources-JH,701376,"Subernarekha Multipurpose Project, Jharkhand",3808,9579.58,5550.74,69,2019-12-31,2025-04-03,,0,0,0,1
786,Water Resources,"Department of Water Resources, River Development & GR",Department of water resources-MH - II,400107,Sulwade-Jamphal-Kanoli Lift Irrigation Scheme,2408,,2436.43,80,2023-06-30,2027-06-30,,0,1,0,1
787,Water Resources,"Department of Water Resources, River Development & GR",Water Resources Department-MN,701400,Thoubal Multipurpose Project,1449,1822.24,1837.91,98,2019-12-31,2026-03-31,2022-01-02,1,0,0,0
788,Water Resources,"Department of Water Resources, River Development & GR",Department of water resources-MH - II,701384,Tillari Irrigation Project,368,649.6,724.36,99,2019-12-31,2025-01-31,,0,0,0,1
789,Water Resources,"Department of Water Resources, River Development & GR",Water Resources-KA,701377,Upper Tunga Irrigation Project,770,1606.07,1511.22,99,2019-12-31,2025-03-31,,0,0,0,1
790,Water Resources,"Department of Water Resources, River Development & GR",Department of water resources-MH - II,400105,Urmodi Irrigation Project,581,895.81,713.46,76,2022-06-30,2025-06-30,,0,0,0,1
791,Water Resources,"Department of Water Resources, River Development & GR",Department of water resources-MH - II,701383,Waghur Project,1059,1758.51,1530.36,89,2019-12-31,2026-03-31,,0,0,0,1
