project_code,project_name,sector,physical_progress,expenditure,delay_probability,cost_overrun_probability,overall_risk_percentage,overall_risk_level,top_delay_factors,top_cost_overrun_factors
706718,C/o NITB Imphal Airport,Aviation & Aviation Infrastructure,41,160.48,0.785,0.0,39.25,Low Risk,progress_per_month: increases delay risk | project_duration_days: increases delay risk | project_duration_months: increases delay risk | ministry_Ministry of Railways: increases delay risk | ministry_Ministry of Petroleum & Natural Gas: increases delay risk,expenditure_ratio: reduces cost-overrun risk | sector_Aviation & Aviation Infrastructure: reduces cost-overrun risk | agency_Airport Authority of India [AAI]: reduces cost-overrun risk | ministry_Ministry of Civil Aviation: reduces cost-overrun risk | physical_progress: reduces cost-overrun risk
709845,"Revamping of SV Stations, Gas Terminal & Kribhco Terminal",Oil & Gas,49,205.78,0.095,1.0,54.75,Medium Risk,expenditure_ratio: reduces delay risk | physical_progress: reduces delay risk | ministry_Ministry of Petroleum & Natural Gas: reduces delay risk | sector_Oil & Gas: reduces delay risk | expenditure: reduces delay risk,agency_Oil and Natural Gas Corporation Limited [ONGC]: increases cost-overrun risk | physical_progress: increases cost-overrun risk | ministry_Ministry of Railways: increases cost-overrun risk | sector_Railways: increases cost-overrun risk | expenditure_ratio: reduces cost-overrun risk
709774,Revamping/ Augmentation of facilities at existing port terminal at Mangalore,Oil & Gas,82,264.44,0.085,1.0,54.25,Medium Risk,ministry_Ministry of Petroleum & Natural Gas: reduces delay risk | expenditure: reduces delay risk | sector_Oil & Gas: reduces delay risk | physical_progress: increases delay risk | expenditure_ratio: reduces delay risk,physical_progress: increases cost-overrun risk | agency_Ministry of Petroleum & Natural Gas: increases cost-overrun risk | original_cost: increases cost-overrun risk | expenditure: increases cost-overrun risk | ministry_Ministry of Railways: increases cost-overrun risk
617304,"Setting up of LPG Plant with Rail Unloading Facility at Hathua, Dist. Gopalganj, Bihar",Oil & Gas,24,88.08,0.0,1.0,50.0,Medium Risk,physical_progress: reduces delay risk | agency_MinistryofPetroleumNaturalGas: reduces delay risk | expenditure_ratio: reduces delay risk | expenditure: reduces delay risk | ministry_Ministry of Petroleum & Natural Gas: reduces delay risk,agency_MinistryofPetroleumNaturalGas: increases cost-overrun risk | physical_progress: increases cost-overrun risk | original_cost: increases cost-overrun risk | expenditure: increases cost-overrun risk | expenditure_ratio: increases cost-overrun risk
709799,Setting up Polypropylene Unit at Kochi Refinery,Oil & Gas,12,255.64,0.015,0.0,0.75,Low Risk,physical_progress: reduces delay risk | expenditure_ratio: reduces delay risk | agency_MinistryofPetroleumNaturalGas: reduces delay risk | sector_Oil & Gas: reduces delay risk | ministry_Ministry of Petroleum & Natural Gas: reduces delay risk,expenditure_ratio: reduces cost-overrun risk | physical_progress: reduces cost-overrun risk | sector_Oil & Gas: reduces cost-overrun risk | agency_MinistryofPetroleumNaturalGas: reduces cost-overrun risk | project_duration_days: increases cost-overrun risk
701350,Upgradation of Facilities of Numaligarh-Siliguri Product Pipeline [NSPL] for transportation of additional products from existing 1.72 MMTPA to 5.5 MMTPA,Oil & Gas,98,566.18,0.66,0.0,33.0,Low Risk,physical_progress: increases delay risk | expenditure_ratio: increases delay risk | sector_Oil & Gas: reduces delay risk | ministry_Ministry of Petroleum & Natural Gas: reduces delay risk | project_duration_days: increases delay risk,expenditure_ratio: reduces cost-overrun risk | expenditure: reduces cost-overrun risk | physical_progress: reduces cost-overrun risk | original_cost: reduces cost-overrun risk | agency_Ministry of Petroleum & Natural Gas: reduces cost-overrun risk
616254,Visakh Raipur Pipeline Project,Oil & Gas,7,11.52,0.01,0.0,0.5,Low Risk,physical_progress: reduces delay risk | expenditure_ratio: reduces delay risk | expenditure: reduces delay risk | ministry_Ministry of Petroleum & Natural Gas: reduces delay risk | sector_Oil & Gas: reduces delay risk,physical_progress: reduces cost-overrun risk | expenditure_ratio: reduces cost-overrun risk | sector_Oil & Gas: reduces cost-overrun risk | project_duration_days: increases cost-overrun risk | sector_Water Resources: reduces cost-overrun risk
709819,3RD AND 4TH LINE - SARAGBUNDIA AND MADWARANI,Railways,0,0.0,0.515,0.4627329192546587,48.88664596273294,Medium Risk,physical_progress: reduces delay risk | ministry_Ministry of Railways: reduces delay risk | expenditure_ratio: reduces delay risk | original_cost: increases delay risk | project_duration_days: increases delay risk,agency_SECR: increases cost-overrun risk | expenditure_ratio: reduces cost-overrun risk | physical_progress: reduces cost-overrun risk | original_cost: reduces cost-overrun risk | expenditure: reduces cost-overrun risk
705498,3rd Line Kalyan - Kasara [67.35 Kilometres],Railways,50,894.16,0.015,1.0,50.74999999999999,Medium Risk,physical_progress: reduces delay risk | progress_per_month: reduces delay risk | project_duration_months: reduces delay risk | agency_Central Railway [CR] - II: reduces delay risk | ministry_Ministry of Railways: reduces delay risk,expenditure_ratio: increases cost-overrun risk | agency_Central Railway [CR] - II: increases cost-overrun risk | physical_progress: increases cost-overrun risk | original_cost: increases cost-overrun risk | project_duration_months: increases cost-overrun risk
705506,3rd Line Manmad - Jalgaon [160 Kilometres],Railways,97,1692.0,0.8,1.0,90.0,High Risk,physical_progress: increases delay risk | expenditure_ratio: increases delay risk | progress_per_month: increases delay risk | expenditure: increases delay risk | agency_Central Railway [CR] - II: reduces delay risk,expenditure_ratio: increases cost-overrun risk | physical_progress: increases cost-overrun risk | agency_Central Railway [CR] - II: increases cost-overrun risk | progress_per_month: increases cost-overrun risk | project_duration_days: increases cost-overrun risk
705502,3rd Line Wardha - Ballarshah [132 Kilometres],Railways,77,1102.48,0.675,0.0,33.75,Low Risk,physical_progress: increases delay risk | expenditure_ratio: increases delay risk | agency_Central Railway [CR] - II: reduces delay risk | expenditure: increases delay risk | ministry_Ministry of Railways: reduces delay risk,sector_Railways: reduces cost-overrun risk | ministry_Ministry of Railways: reduces cost-overrun risk | expenditure_ratio: reduces cost-overrun risk | physical_progress: reduces cost-overrun risk | progress_per_month: reduces cost-overrun risk
705500,3rd Line Wardha - Sewagram - Nagpur,Railways,80,724.75,0.055,0.785,42.00000000000001,Medium Risk,project_duration_months: reduces delay risk | agency_Central Railway [CR] - II: reduces delay risk | ministry_Ministry of Railways: reduces delay risk | project_duration_days: reduces delay risk | physical_progress: increases delay risk,expenditure_ratio: increases cost-overrun risk | agency_Central Railway [CR] - II: increases cost-overrun risk | original_cost: increases cost-overrun risk | sector_Railways: reduces cost-overrun risk | ministry_Ministry of Railways: reduces cost-overrun risk
709815,4TH LINE - BHATAPARA-HATHBAND [8.8 KM] [PB-72/NR/2022-23],Railways,0,0.0,0.515,0.4627329192546587,48.88664596273294,Medium Risk,physical_progress: reduces delay risk | ministry_Ministry of Railways: reduces delay risk | expenditure_ratio: reduces delay risk | original_cost: increases delay risk | project_duration_days: increases delay risk,agency_SECR: increases cost-overrun risk | expenditure_ratio: reduces cost-overrun risk | physical_progress: reduces cost-overrun risk | original_cost: reduces cost-overrun risk | expenditure: reduces cost-overrun risk
709816,4TH LINE - BHILAI-BHILAI NAGAR [8.8 KM] [PB-72/NR/2022-23],Railways,2,0.76,0.07,1.0,53.5,Medium Risk,expenditure_ratio: reduces delay risk | physical_progress: reduces delay risk | expenditure: reduces delay risk | ministry_Ministry of Railways: reduces delay risk | project_duration_days: increases delay risk,agency_SECR: increases cost-overrun risk | physical_progress: increases cost-overrun risk | sector_Oil & Gas: increases cost-overrun risk | expenditure: increases cost-overrun risk | progress_per_month: reduces cost-overrun risk
709817,4TH LINE - DADHAPARA-BELHA [9.2 KM] [PB-72/NR/2022-23],Railways,4,10.13,0.005,1.0,50.24999999999999,Medium Risk,expenditure_ratio: reduces delay risk | physical_progress: reduces delay risk | expenditure: reduces delay risk | ministry_Ministry of Railways: reduces delay risk | original_cost: reduces delay risk,agency_SECR: increases cost-overrun risk | expenditure_ratio: reduces cost-overrun risk | original_cost: increases cost-overrun risk | sector_Oil & Gas: increases cost-overrun risk | physical_progress: increases cost-overrun risk
612072,4th LINE BETWEEN BAREJADI NANDEJ-SANAND-AHMEDABAD BYPASS,Railways,16,132.63,0.005,0.0,0.25,Low Risk,expenditure_ratio: reduces delay risk | physical_progress: reduces delay risk | progress_per_month: reduces delay risk | expenditure: reduces delay risk | ministry_Ministry of Railways: reduces delay risk,agency_Western Railway: reduces cost-overrun risk | expenditure_ratio: reduces cost-overrun risk | physical_progress: reduces cost-overrun risk | sector_Railways: reduces cost-overrun risk | ministry_Ministry of Railways: reduces cost-overrun risk
709818,4TH LINE RAJNANDGAON-DONGARHGARH [31.2 KM] [PB-72/NR/2022-23],Railways,25,48.02,0.02,1.0,51.0,Medium Risk,expenditure_ratio: reduces delay risk | physical_progress: reduces delay risk | expenditure: reduces delay risk | ministry_Ministry of Railways: reduces delay risk | project_duration_months: increases delay risk,agency_SECR: increases cost-overrun risk | expenditure_ratio: reduces cost-overrun risk | physical_progress: increases cost-overrun risk | sector_Oil & Gas: increases cost-overrun risk | progress_per_month: reduces cost-overrun risk
705505,4th Line Wardha - Nagpur [78.7 Kilometres],Railways,80,969.0,0.565,1.0,78.25,High Risk,physical_progress: increases delay risk | agency_Central Railway [CR] - II: reduces delay risk | expenditure_ratio: increases delay risk | ministry_Ministry of Railways: reduces delay risk | progress_per_month: increases delay risk,expenditure_ratio: increases cost-overrun risk | agency_Central Railway [CR] - II: increases cost-overrun risk | physical_progress: increases cost-overrun risk | original_cost: increases cost-overrun risk | progress_per_month: increases cost-overrun risk
611937,Adraj Moti Vijapur 40 Kms,Railways,86,223.0,0.04,0.0,2.0,Low Risk,agency_Western Railway [WR] - II: reduces delay risk | ministry_Ministry of Railways: reduces delay risk | expenditure: reduces delay risk | sector_Railways: reduces delay risk | project_duration_months: reduces delay risk,expenditure_ratio: reduces cost-overrun risk | physical_progress: reduces cost-overrun risk | ministry_Ministry of Railways: reduces cost-overrun risk | agency_Western Railway [WR] - II: reduces cost-overrun risk | sector_Railways: reduces cost-overrun risk
705919,Agra Fort-Bandikui Doubling Line Project,Railways,25,123.0,0.065,0.0,3.25,Low Risk,expenditure_ratio: reduces delay risk | physical_progress: reduces delay risk | progress_per_month: reduces delay risk | expenditure: reduces delay risk | ministry_Ministry of Railways: reduces delay risk,expenditure_ratio: reduces cost-overrun risk | physical_progress: reduces cost-overrun risk | ministry_Ministry of Railways: reduces cost-overrun risk | sector_Railways: reduces cost-overrun risk | agency_SECR: reduces cost-overrun risk
705356,Ahmednagar - Beed - Parli - Vaijnath New Broad Gauge Line Railway Project [261.3 km],Railways,92,4725.34,0.11,1.0,55.50000000000001,Medium Risk,progress_per_month: reduces delay risk | project_duration_months: reduces delay risk | agency_Central Railways: reduces delay risk | project_duration_days: reduces delay risk | physical_progress: increases delay risk,expenditure_ratio: increases cost-overrun risk | physical_progress: increases cost-overrun risk | agency_Central Railways: increases cost-overrun risk | expenditure: increases cost-overrun risk | agency_RVNL - II: increases cost-overrun risk
705774,Aligarh -Daud Khan Flyover Construction & 3rd Railway Line Project,Railways,55,315.37,0.755,1.0,87.75,High Risk,project_duration_months: increases delay risk | progress_per_month: increases delay risk | project_duration_days: increases delay risk | agency_CAO/C/NCR: increases delay risk | ministry_Ministry of Railways: reduces delay risk,agency_CAO/C/NCR: increases cost-overrun risk | physical_progress: increases cost-overrun risk | progress_per_month: increases cost-overrun risk | original_cost: increases cost-overrun risk | project_duration_months: increases cost-overrun risk
705918,Allahabad division - Aligarh - Harduaganj Flyover,Railways,8,50.0,0.615,0.0,30.75,Low Risk,agency_North Central Railway: increases delay risk | expenditure_ratio: reduces delay risk | physical_progress: reduces delay risk | progress_per_month: reduces delay risk | project_duration_months: increases delay risk,agency_North Central Railway: reduces cost-overrun risk | expenditure_ratio: reduces cost-overrun risk | physical_progress: reduces cost-overrun risk | ministry_Ministry of Railways: reduces cost-overrun risk | sector_Railways: reduces cost-overrun risk
705368,Araria Supaul New BG Line,Railways,33,1311.39,0.71,1.0,85.5,High Risk,physical_progress: reduces delay risk | expenditure_ratio: increases delay risk | expenditure: increases delay risk | project_duration_months: increases delay risk | project_duration_days: increases delay risk,agency_East Central Railway [ECR] - II: increases cost-overrun risk | expenditure_ratio: increases cost-overrun risk | physical_progress: increases cost-overrun risk | expenditure: increases cost-overrun risk | project_duration_days: increases cost-overrun risk
705495,Bagalkot-Kudachi New Railway Line [142 km],Railways,35,670.74,0.135,0.2,16.75,Low Risk,physical_progress: reduces delay risk | ministry_Ministry of Railways: reduces delay risk | progress_per_month: reduces delay risk | expenditure: reduces delay risk | agency_South Western Railway [SWR] - II: reduces delay risk,expenditure_ratio: reduces cost-overrun risk | ministry_Ministry of Railways: reduces cost-overrun risk | sector_Railways: reduces cost-overrun risk | physical_progress: reduces cost-overrun risk | expenditure: reduces cost-overrun risk
705767,Baghuapal Flyover Construction Project,Railways,0,0.83,0.1,0.1673136645962732,13.365683229813662,Low Risk,physical_progress: reduces delay risk | expenditure_ratio: reduces delay risk | progress_per_month: reduces delay risk | expenditure: reduces delay risk | project_duration_months: reduces delay risk,expenditure_ratio: reduces cost-overrun risk | physical_progress: reduces cost-overrun risk | agency_CAO/C/ECoR: reduces cost-overrun risk | ministry_Ministry of Railways: reduces cost-overrun risk | original_cost: increases cost-overrun risk
